"country","region","year","water_source_type","water_treatment_method","contaminant_ppm","ph_level","bacteria_count","access_clean_water_pct","diarrheal_cases_per_100k","infant_mortality_rate","gdp_per_capita_usd","healthcare_access_index","sanitation_coverage_pct"
"USA","North",2013,"Lake","Filtration",8.75,8.11,1089,85.82,332,53.17,95915,84.35,77.9
"Brazil","North",2006,"Spring","Filtration",0.27,6.82,623,78.73,488,91.57,88738,95.89,94.45
"USA","North",2000,"River","Chlorination",5.62,6.22,867,42.77,363,65.73,1211,1.72,44.42
"Nigeria","South",2024,"Well","Chlorination",2.14,7.76,2476,58.82,188,22.77,45149,1.54,98.41
"Brazil","South",2012,"Well","None",3.41,6.9,3472,67.46,449,18.15,22389,86.48,37.94
"Indonesia","West",2019,"River","Filtration",7.85,6.11,170,55.18,93,38.49,31804,13.56,30.77
"Indonesia","West",2002,"Lake","Chlorination",1.92,6.39,1782,42.33,341,36,7939,33.93,26.16
"Mexico","West",2019,"Spring","Boiling",6.38,6.34,577,81.53,180,41.9,94409,27.52,37.09
"China","South",2003,"Tap","Boiling",6.55,7.47,67,43.92,320,19.99,93311,28.19,47.4
"USA","South",2010,"River","Boiling",9.54,8.25,1515,48.23,282,97.87,41626,32.86,78.65
"USA","West",2001,"Spring","Chlorination",7.75,7.98,0,50.06,390,16.28,39554,33.6,25.76
"China","West",2013,"Spring","Boiling",8.04,7.37,2198,41.32,320,65.96,5088,62.02,60.58
"Bangladesh","Central",2011,"Pond","Boiling",5.32,7.06,901,89.47,57,3.28,84539,62.88,61.5
"Mexico","West",2016,"Well","Filtration",1.87,7.55,4845,72.74,24,41.88,8011,52.29,38.24
"Bangladesh","Central",2011,"Tap","Filtration",4.26,7.11,794,88.43,303,32.3,60390,85.85,23.64
"Bangladesh","East",2011,"River","Chlorination",5.49,6.62,2066,64.56,259,39.44,23174,84.57,38.01
"Bangladesh","South",2000,"Well","Filtration",6.78,7.7,1819,66.37,477,50.81,57320,21.72,38.43
"China","West",2012,"Pond","None",6.08,8.18,370,73.13,391,60.84,99912,54.36,75.04
"Bangladesh","South",2013,"Pond","Chlorination",3.94,6.93,2538,55.96,496,59.18,51492,78.38,38.7
"Indonesia","South",2023,"Well","None",2.65,8.1,3907,64.76,212,63.81,77166,86.69,47.22
"India","South",2001,"Lake","None",1.68,7.08,2054,68.28,114,84.77,19738,25.52,23.79
"Nigeria","East",2011,"Spring","Chlorination",6.94,7,2596,96.75,451,88.9,64833,49.41,69.92
"USA","North",2020,"River","Filtration",6.45,6.07,4466,91.8,187,74.25,85634,52.5,57.93
"USA","West",2015,"River","Filtration",6.87,7.74,1688,39.05,259,9.74,58734,69.96,47.6
"Nigeria","North",2003,"River","Chlorination",3.73,8.02,4852,32.89,135,96.21,42794,33.03,76.23
"China","North",2007,"Well","None",2.62,7.66,3321,77.62,489,94.85,85860,29.35,74.57
"Brazil","North",2001,"Lake","Chlorination",7.6,6.38,1138,33.44,89,71.75,71862,70.56,46.23
"China","South",2009,"Tap","Chlorination",7.74,6.26,2621,34.22,220,52.71,34987,39.93,76.75
"USA","Central",2008,"Pond","Boiling",4.56,7.43,2728,41.15,15,26.56,68896,0.4,47.86
"USA","South",2022,"Well","Boiling",6.12,7,1165,54.62,146,76.12,42430,93.78,37.76
"Nigeria","South",2014,"Tap","None",3.74,7.07,1508,60.45,384,88.03,44972,14.96,77.59
"Bangladesh","North",2012,"Pond","Filtration",7.02,8.42,3841,66.36,100,67.19,66102,14.86,78.24
"China","South",2022,"Pond","Boiling",8.36,7.81,4558,99.46,417,63.65,24785,81.84,89.26
"Pakistan","North",2016,"Lake","Boiling",6.88,7.03,4576,56.97,476,20.91,20729,33.55,60.08
"Nigeria","Central",2015,"Spring","None",5.13,6.05,4918,46.99,218,37.06,25913,32.82,38.59
"Indonesia","West",2001,"River","Chlorination",4.59,6.09,523,70.27,367,72.87,17810,62.24,86.95
"USA","North",2019,"Tap","Boiling",6.42,7.71,2258,45.06,44,3.66,69641,5.9,33.97
"Nigeria","Central",2019,"Well","Filtration",6.8,8.09,4339,95.84,62,64.84,77613,23.7,95.09
"China","West",2013,"Tap","None",5.59,7.77,238,48.15,349,77.13,25017,5.33,44.53
"USA","East",2002,"Spring","Boiling",6.25,7.01,1220,99.3,389,34.8,79275,29.15,21.5
"Brazil","North",2022,"River","None",0.97,6.08,768,59.31,291,9.46,99937,86.99,34.94
"Nigeria","North",2011,"Tap","Boiling",9.52,8.42,234,86.89,376,82.27,21886,90.93,53.18
"Mexico","East",2007,"Spring","Boiling",7.91,8.47,2760,75.38,358,15.9,27465,30.94,24.42
"USA","East",2001,"Well","None",3.74,7.37,4592,95.34,65,38.34,17711,18.76,52.76
"China","North",2003,"Lake","Filtration",5.63,6.18,1519,73.78,118,71.31,63142,13.53,36.23
"India","East",2013,"Pond","Filtration",0.47,7.35,1903,70.69,233,82.06,76954,39.44,21.52
"Pakistan","South",2015,"Well","Chlorination",0.41,8.23,2234,75.7,461,86.51,60025,82.64,43.92
"Ethiopia","West",2018,"River","Boiling",2.51,7.7,935,85.05,7,53.98,56670,85.27,38.1
"Bangladesh","West",2001,"Pond","Chlorination",6.9,7.8,1268,92.92,194,48.64,71127,4.59,53.58
"Ethiopia","West",2011,"Well","None",8.52,6.21,818,48.68,226,85.14,58441,20.92,80.72
"China","South",2013,"Well","Chlorination",5.59,6.27,3567,44.06,26,57.18,98812,20.32,60.78
"Indonesia","East",2005,"Well","None",5.32,6.32,4117,32.4,289,58.71,65952,82.84,81.45
"Indonesia","Central",2012,"Well","Filtration",4.02,8.26,2115,55.91,27,44.53,50965,45.63,46.93
"India","East",2003,"Pond","None",1.62,7.31,2439,89.23,158,38.54,13763,36.84,21.05
"Bangladesh","North",2021,"River","None",1.18,7.98,3387,34.89,144,49.09,67014,95.66,93.77
"Mexico","West",2017,"Spring","Chlorination",7.61,6.29,1088,67.7,466,37.76,63611,92.54,45.18
"India","East",2011,"Tap","Boiling",9.28,8.32,1827,78.64,233,35.67,20607,44.01,62.15
"Ethiopia","Central",2019,"Lake","Chlorination",4.58,8.05,4824,88.58,107,99.38,84510,12.83,57.54
"India","North",2021,"Tap","Filtration",6.59,6.56,2588,70.84,378,34.95,11868,17.1,66.65
"Ethiopia","South",2020,"Tap","Filtration",9.14,8.19,2615,43.04,438,27.13,92459,11.21,90.8
"USA","South",2018,"Lake","Filtration",0.9,6.66,1873,97.52,202,36.68,85522,68.05,89.38
"Indonesia","Central",2007,"Pond","Boiling",7.7,6.51,4307,36.63,264,59.9,20637,55.47,98.48
"USA","North",2006,"River","Chlorination",6.17,6.66,1773,83.83,477,91.28,7430,55.66,62.27
"Pakistan","West",2015,"Lake","None",5.99,8.27,199,36.06,312,79.21,35056,9.84,93.8
"Bangladesh","East",2018,"River","None",2.93,8.29,177,40.04,300,84.54,83662,79.33,58.6
"Mexico","North",2005,"Pond","Boiling",6.84,6.82,930,92.88,389,86.18,10699,53.56,23.55
"Ethiopia","South",2019,"Tap","Filtration",7.95,7.76,3736,82.72,397,92.21,41572,9.1,31.7
"Mexico","Central",2020,"River","Boiling",1.13,7.69,2036,55.59,414,25.04,48335,74.71,46.72
"Ethiopia","Central",2010,"Pond","None",5.34,8.02,1485,74.71,437,46.92,37034,98.13,78.04
"China","East",2004,"Pond","Filtration",1.01,6.74,2091,62.01,10,39.75,52983,44.12,26.51
"India","Central",2015,"Spring","Boiling",8.73,7.28,4263,34.66,324,39.42,6655,11.57,48.92
"Pakistan","Central",2006,"Lake","None",5.08,7.67,2384,80.48,94,65.92,12234,10.14,98.59
"Indonesia","North",2004,"Spring","None",8.08,6.07,4088,83.43,129,41.38,67399,2.59,82.85
"Ethiopia","West",2010,"Tap","Boiling",3.68,6.94,4681,91.76,102,62.4,11611,77.04,65.76
"Mexico","East",2014,"Lake","None",1.25,7.74,1915,67.84,272,39.46,94607,69.4,24.94
"Pakistan","North",2002,"Tap","Chlorination",0.41,6.63,15,77.12,485,32.49,43753,58.42,21.17
"Brazil","West",2004,"Spring","Chlorination",2.82,8.39,2934,60.66,109,36.6,48877,76.56,28.42
"Brazil","North",2022,"Pond","Filtration",2.44,6.08,836,52.32,291,80.77,39920,99.93,46.17
"USA","North",2020,"Tap","Chlorination",5.6,8.4,2157,58.82,130,60.9,12651,40.18,68.51
"Indonesia","Central",2004,"Lake","Chlorination",0.22,6.54,1576,93.82,190,97.45,16751,70.58,35.8
"China","West",2008,"Lake","Boiling",5.21,6.12,305,41.49,298,83.6,71668,37.72,24.09
"Mexico","East",2014,"Tap","Filtration",3.92,6.73,2053,47.39,92,49.61,3932,35.21,27.27
"India","East",2002,"Lake","Boiling",5.77,7.97,2890,72.43,288,25.75,16574,85.09,54.14
"India","West",2005,"Pond","Boiling",7.02,7.88,3344,38.14,205,68.04,96799,57.48,81.85
"Mexico","Central",2016,"Pond","Chlorination",6.34,6.52,4456,92.43,357,73.21,38706,12.06,85.69
"Bangladesh","South",2020,"Lake","Chlorination",9.85,6.49,1208,33.31,28,47.49,15442,40.35,43.28
"China","North",2007,"Tap","None",1.38,7.61,1858,82.87,406,24.53,81689,79.66,73.08
"Pakistan","Central",2020,"Spring","None",4.3,7.15,2703,56.16,186,56.61,23536,94,51.42
"Ethiopia","West",2024,"Lake","Filtration",4.25,7.98,1971,33.58,336,26.88,6393,61.44,97.8
"Bangladesh","North",2010,"Lake","Chlorination",4.17,6.06,1113,89,176,94.12,18233,39.42,52.4
"Ethiopia","East",2005,"Lake","None",6.64,7.53,983,74.83,438,63.63,95984,25.2,51.67
"Ethiopia","South",2007,"Lake","Boiling",4.9,7.83,3310,30.62,330,30.61,66343,42.2,60.13
"Bangladesh","East",2009,"Tap","Chlorination",5.17,8.48,4001,48.73,155,23.14,10038,56.57,22.04
"USA","West",2023,"Spring","Filtration",4.32,7.7,2771,54.64,245,72.24,14419,0.44,53.43
"Brazil","North",2002,"Spring","Filtration",9.92,6.58,3152,52.58,198,71.36,91478,26.87,86.3
"Ethiopia","West",2022,"River","Boiling",9.28,6.27,2162,64.88,108,60.52,56707,67.15,68.97
"Bangladesh","North",2013,"Lake","None",3.08,7.6,2127,66.88,359,62.2,8309,67.32,97.55
"Bangladesh","Central",2022,"Lake","Boiling",1.12,7.31,3639,57.77,71,61.18,64023,65.3,46.05
"Nigeria","South",2013,"River","None",8.4,8.25,4274,53.22,488,37.29,46266,94.99,32.92
"USA","Central",2009,"Spring","Chlorination",9.97,7.82,560,65.31,220,93.87,30486,56.85,80.05
"Indonesia","Central",2011,"Well","Filtration",2.93,7.27,1809,32.35,280,48.97,24593,26.97,23.49
"Nigeria","West",2005,"Pond","None",3.58,7.01,4387,75.16,390,3.99,32160,81.16,32.76
"Nigeria","South",2011,"Well","Boiling",9.42,7.01,2932,72.42,376,36.14,41377,38.94,60.56
"Mexico","North",2022,"Spring","Chlorination",7.11,6.57,290,49.55,213,14.77,42972,23.93,80.28
"Brazil","North",2013,"Lake","None",2.96,6.04,4637,42.57,456,37.61,81332,55.67,68.08
"Bangladesh","East",2001,"Well","Chlorination",5.81,7.44,1909,35.11,74,61.61,2783,28.9,99.59
"Brazil","North",2008,"Tap","Chlorination",9.44,6.53,4689,71.11,417,4.22,31580,39.62,72.4
"China","West",2009,"Tap","Boiling",8.12,6.52,1428,69.82,474,87.28,25018,69.32,78
"Mexico","Central",2016,"River","Boiling",7.42,6.31,947,67.33,241,61.81,20662,99.59,99.51
"Indonesia","Central",2016,"Spring","Chlorination",7.37,6.47,2527,98.99,149,30.95,25943,64.47,67.4
"Brazil","Central",2002,"Spring","Chlorination",1.78,6.08,1348,67.21,322,32.5,1882,27.65,77.17
"India","South",2018,"Well","None",8.25,7.69,380,80.53,177,47.64,86034,9.05,43.87
"Ethiopia","North",2000,"Lake","Boiling",2.76,7,1704,37.9,175,26.31,93474,36.2,62.94
"China","West",2011,"Spring","None",9.3,7.4,309,50.93,103,2.43,89515,1.93,92.96
"USA","South",2006,"Well","Filtration",3.65,7.59,3414,49.28,118,4.6,75211,46.48,88.27
"Indonesia","East",2003,"Well","None",8.58,8.43,1498,70.32,199,37.06,60249,66,44.5
"China","West",2009,"Pond","Chlorination",2.66,6.17,2894,53.16,69,14.17,25193,51.18,48.58
"Ethiopia","West",2012,"Pond","Filtration",5.15,7.04,660,74.87,56,4.19,35794,86.53,87.71
"Mexico","West",2001,"Spring","None",1.07,6.61,3447,78.31,408,86.21,48280,49.41,42.77
"Ethiopia","Central",2009,"Well","Filtration",6.6,7.19,2273,32.36,65,28.87,60004,46.24,91.01
"Nigeria","West",2020,"River","Boiling",8.36,8.3,1497,74.78,399,51.31,91830,30.97,81.9
"Ethiopia","North",2021,"River","None",7.18,7.81,2072,38.18,57,19.58,90239,83.76,32.19
"Nigeria","West",2024,"Pond","None",5.23,7.65,3436,62.56,116,6.58,83463,90.36,77.58
"Mexico","Central",2003,"Spring","Boiling",0.45,7.1,2142,80.86,424,75,32529,97.79,86.75
"Pakistan","West",2017,"Lake","None",9.33,7.68,4660,79.23,306,14.25,84925,98.12,31.55
"Nigeria","East",2004,"River","Filtration",7.05,6.08,1605,50.99,20,4.52,45274,98.04,56.59
"USA","East",2018,"River","Boiling",7.46,7.47,4739,49.07,78,59.55,77747,71.2,89.01
"Ethiopia","Central",2001,"Pond","Filtration",7.95,7.38,1431,60.82,311,3.32,24642,56.27,35.89
"Ethiopia","North",2011,"Pond","None",7.48,6.87,1950,43.21,353,44.76,69192,17.23,55.93
"USA","North",2016,"Spring","None",4.41,6.5,3922,98.23,46,30.31,82995,76.71,69.02
"India","South",2009,"Pond","None",7.34,8.02,458,54.14,373,33.3,28421,73.49,27.78
"Bangladesh","Central",2001,"Tap","None",6.25,6.13,2948,94.61,170,2.38,11539,84.24,36.96
"Pakistan","West",2005,"Well","Filtration",8.54,6.17,337,93.58,83,96.51,99206,46.25,57.34
"Indonesia","Central",2007,"River","None",8.02,7.1,3943,55.54,107,52.66,74480,89.24,49.89
"Nigeria","South",2018,"Tap","Boiling",0.41,6.63,2013,47.79,286,58.11,2129,71.87,45.98
"USA","Central",2010,"Lake","Boiling",3.79,7.86,4020,83.96,270,67.28,24852,17.11,22.11
"Mexico","Central",2024,"Tap","Chlorination",0.35,7.59,344,46.06,175,80.16,48992,20.69,94.23
"Nigeria","South",2011,"Spring","Boiling",1.02,7.93,4671,66.49,317,61.58,21707,81.43,89.71
"Bangladesh","North",2008,"Lake","Chlorination",6.01,6.81,942,37.75,475,76.7,12023,42.57,51.41
"Mexico","West",2001,"Lake","Boiling",8.74,7.85,345,57.02,69,45.98,30629,24.9,34.51
"China","South",2007,"Pond","Boiling",1.2,8.16,3894,35.47,386,38.38,70079,42.26,25.52
"Ethiopia","East",2010,"Tap","None",4.51,6.86,3319,49.84,165,82.67,35927,16.14,29.86
"China","North",2020,"Spring","Boiling",9.11,6.85,3695,76.57,342,86.8,71277,89.17,68.16
"Nigeria","East",2003,"River","None",8.14,8.25,324,99.39,57,15.51,16503,7.15,78.71
"Bangladesh","North",2009,"Pond","None",5.2,6.12,2138,47.84,450,55.18,47096,35.32,32.51
"Pakistan","West",2020,"Tap","Boiling",7.72,6.88,4389,63.13,244,69,4316,55.69,29.02
"Nigeria","West",2019,"River","Filtration",5.23,6.3,3612,61.36,44,10.19,19610,87.36,75.29
"USA","Central",2015,"Tap","None",1.58,6.07,523,42.89,171,93.1,66604,78.15,61.36
"Brazil","East",2007,"Pond","Boiling",1.25,6.28,2897,72.7,263,52.97,46098,2.24,49.75
"Nigeria","North",2003,"River","Filtration",1.88,7.08,3740,80.73,382,65.25,62458,82.52,78
"Ethiopia","West",2009,"Pond","Boiling",3.51,7.72,258,40.31,65,19.47,63999,63.81,56.45
"Ethiopia","South",2011,"Tap","Boiling",9.31,6.72,1110,83,326,27.91,4605,13.33,57.21
"Nigeria","West",2013,"Lake","Filtration",8,8.12,820,79.01,188,13.86,70090,61.75,21.26
"Mexico","South",2015,"Well","Boiling",4.33,7.09,2788,43.81,272,27.87,93298,81.79,45.28
"Brazil","North",2021,"Lake","None",4.93,8.42,4664,75.43,70,50.25,90297,60.21,20.4
"USA","West",2017,"Pond","Chlorination",2.66,8.39,4604,57.56,352,83.7,20882,99.91,93.91
"Nigeria","West",2020,"Pond","Chlorination",7.04,7.93,1563,77.68,35,54.3,98940,50.7,43.52
"Mexico","North",2021,"Pond","Boiling",8.03,8.33,4620,64.73,238,25.96,21670,67.31,34.44
"Ethiopia","West",2020,"River","Chlorination",2.39,7.77,1207,33.37,67,6.37,30795,7.04,27.27
"Ethiopia","South",2011,"Spring","Chlorination",0.42,8.24,308,85.09,107,62.95,92035,81.32,23.73
"Bangladesh","West",2017,"Pond","Chlorination",6.24,6.59,1839,68.89,207,43.18,97198,62.41,90.88
"Nigeria","East",2006,"Lake","None",5.63,6.86,3352,80.74,276,98.47,51117,56.12,33.48
"Brazil","Central",2019,"Well","None",4.02,7.88,1383,38.83,209,78.42,38039,70.88,69.4
"India","South",2023,"Pond","Chlorination",6.44,7.06,2306,80.49,301,81.22,18420,56.05,72.1
"Brazil","East",2022,"Pond","Filtration",5.51,8.09,1180,58.96,429,3.2,35592,76.65,45.4
"Ethiopia","North",2006,"Pond","Filtration",2.51,8.19,2472,85.95,347,78.22,42839,58.35,86.66
"Ethiopia","South",2008,"River","Filtration",3.98,6.75,2686,71.94,106,21.07,75160,52.01,37.12
"China","Central",2000,"Pond","None",4.28,8.06,2967,54.84,379,59.41,12537,13.5,25.72
"Ethiopia","Central",2005,"Lake","None",8.8,6.39,4445,44.13,15,45.85,73296,47.18,25.48
"USA","North",2005,"Tap","None",9.61,6.84,960,87.11,238,58.02,40052,53.82,44.03
"Indonesia","North",2021,"Spring","None",8.93,7.29,3456,69.21,405,15.08,14946,62.46,57.06
"Nigeria","South",2011,"Pond","Chlorination",7.19,6.57,437,99.12,389,46.78,75295,45.59,70.35
"Brazil","West",2021,"River","None",5.85,7.45,455,56.14,221,5.62,28014,14.66,78.3
"Indonesia","North",2011,"Lake","Chlorination",6.89,7.45,3817,78,439,6.02,82630,15.04,34.3
"Mexico","West",2009,"Pond","Filtration",9.39,6.52,1569,73.6,255,66.46,11082,72.1,74.71
"India","East",2022,"River","Chlorination",2.5,7.99,1103,74.63,300,95.27,57178,66.14,34.6
"USA","Central",2005,"Tap","Filtration",5.35,7.58,1618,81.59,441,78.18,48958,25.95,99.78
"Brazil","West",2016,"Well","None",6.9,6.79,3612,39.74,411,47.98,93418,44.59,96.73
"Indonesia","Central",2018,"Pond","Filtration",6.79,6.58,1512,68.48,144,7.48,90843,30.7,28.19
"India","West",2017,"Lake","Filtration",2.52,8.2,4738,65.64,163,6.41,17687,18.1,72.41
"China","East",2005,"River","Chlorination",5.87,8.09,391,53.98,11,17.47,59037,32.62,92.26
"USA","North",2023,"River","Filtration",7.96,6.57,2621,60.53,49,97.63,61319,26.27,26.46
"USA","East",2018,"Pond","Boiling",4.75,6.09,920,66.32,314,41.07,84987,8.24,29.92
"China","North",2009,"River","Filtration",7.93,8.01,2457,52.46,359,84.65,19031,50.45,47.76
"Nigeria","North",2023,"Well","None",3.6,7.54,3600,50.52,11,71.1,39664,45.09,27.66
"China","Central",2007,"River","Filtration",9.39,6.25,4508,81.68,483,61.33,60199,71.46,90.85
"USA","East",2020,"Spring","Boiling",5.34,7.47,1788,34.68,189,94.89,81165,62.03,90.04
"USA","West",2023,"Spring","Chlorination",5.96,7.13,260,51.91,295,24.58,77078,34.34,95.9
"Indonesia","East",2005,"River","Filtration",0.31,7.94,2013,75.76,92,46.58,67759,49.63,36.4
"Ethiopia","Central",2020,"Pond","Boiling",1.7,6.52,1335,44.61,129,86.74,50798,53.61,23.63
"India","North",2024,"Spring","None",6.33,7.13,334,70.06,348,56.07,81631,91.75,55.57
"China","Central",2006,"Lake","None",4.2,6.39,2779,51.15,477,26.15,88784,98.17,90.44
"India","South",2023,"Spring","Chlorination",5.08,8.39,803,89.03,483,22.47,91443,81.55,71.08
"China","South",2000,"River","None",0.63,7.95,2437,54.5,363,75.78,28837,56.21,99.87
"Mexico","West",2017,"Pond","Boiling",8.34,7.84,2807,46.07,408,3.25,74630,92.81,92.45
"USA","Central",2023,"Tap","Filtration",7.85,7.73,940,67.11,340,91.59,88734,17.81,51.42
"Ethiopia","West",2024,"Pond","Boiling",1.85,7.06,3163,39.5,213,3.8,38863,69.65,23.16
"Indonesia","West",2019,"Pond","Chlorination",6.34,8.31,902,85.82,329,63.84,75845,46.05,20.41
"Ethiopia","South",2011,"Pond","Filtration",8.18,6.18,3432,77.6,382,61.27,94721,14.47,71.54
"Ethiopia","West",2015,"Lake","Boiling",6.41,8.01,1268,83.94,286,58.68,49630,7.52,93.26
"Ethiopia","South",2009,"Well","Chlorination",3.1,6.54,23,57.92,174,48.49,769,48.07,55.54
"India","North",2009,"River","Chlorination",6.56,6.81,4652,88.45,443,85.54,79401,23.9,89.94
"China","Central",2013,"Well","Filtration",2.1,7.3,2748,64.55,200,66.61,57232,25.05,65.34
"Pakistan","West",2024,"Tap","Filtration",3.18,7.96,2450,36.63,104,78.62,83574,32.02,27.84
"Mexico","South",2019,"Well","None",2.4,8.1,1396,45.68,230,13.32,56667,71.84,83.87
"Brazil","East",2009,"River","None",5.57,7.46,3357,79.77,97,6.89,96504,16.41,59.41
"Ethiopia","West",2009,"River","Filtration",1.08,7.01,3904,92.75,102,4.8,24784,71.76,24.09
"Nigeria","North",2024,"Tap","None",9.33,8.37,2488,36.66,40,16.43,33244,78.27,85.17
"India","North",2010,"River","Filtration",3.34,6.62,3666,90.5,433,67.37,22520,59.45,80.61
"Indonesia","East",2022,"Tap","None",2.19,8.01,1757,85.93,150,50.41,7272,24.76,56.58
"Brazil","South",2001,"Tap","Boiling",4.97,7.53,4977,54.96,267,75.72,52403,5.15,21.56
"Pakistan","West",2024,"River","Chlorination",2.77,6.94,1878,78.25,326,20.79,39326,40.79,47.75
"Nigeria","South",2019,"Spring","Filtration",5.35,6,2532,43.09,351,37.96,70558,84.74,54.8
"Pakistan","North",2007,"Tap","Filtration",3.49,7.12,3514,86.94,466,89.07,2663,10.19,33.23
"Brazil","South",2022,"River","Filtration",1.32,6.69,3773,76.01,277,93.7,51935,74.48,32.87
"Ethiopia","North",2006,"Spring","Boiling",2.66,6.26,2078,60.72,55,92.33,55808,46.79,33.36
"Nigeria","South",2007,"Tap","Chlorination",4.38,6.19,4661,90.52,15,82.19,81613,89.88,49.65
"Pakistan","East",2000,"Spring","None",0.3,6.87,2057,39.75,441,69.45,4663,35.62,85.4
"Indonesia","Central",2020,"Lake","None",7.71,7.54,677,89.2,455,91.54,44250,70.47,80.75
"China","East",2001,"Pond","Chlorination",6.22,8.09,4946,31.67,221,71.99,15672,74.01,20.81
"USA","East",2017,"Lake","None",6.01,6.46,2974,82.72,178,95.49,37754,19.87,20.77
"China","Central",2014,"Spring","Filtration",5.46,7.06,284,70.14,133,4.43,59995,15.81,26.22
"Brazil","Central",2000,"Tap","Chlorination",5.9,6.98,2200,78.77,257,92.32,80331,9.27,57.33
"India","West",2004,"River","Boiling",9.35,7.28,4466,58.86,61,56.46,79773,70.16,91.11
"USA","West",2001,"Well","Chlorination",0.09,8.02,1840,90.51,481,12.96,11353,54.82,34.58
"Mexico","East",2019,"River","Filtration",0.48,7.38,1878,51.92,476,23.06,58616,8.67,58.14
"Indonesia","East",2002,"Well","Chlorination",1.91,8.12,1610,49.25,487,85.51,43426,30.83,23.26
"Mexico","North",2018,"Well","Boiling",1.67,7.3,3962,51.12,122,51.6,92963,14.23,21.63
"Nigeria","North",2017,"Tap","Boiling",1.81,7.51,4236,84.21,41,98.32,84846,9.27,20.6
"USA","West",2021,"Spring","Chlorination",6.72,7.09,3159,64.67,372,13.52,16597,29.88,78.93
"Mexico","West",2017,"River","Chlorination",4.59,8.06,3498,67.6,372,42.43,65359,9.63,21.91
"Mexico","North",2013,"Spring","None",9.92,8.31,2131,88.22,298,34.52,52898,26.02,41.91
"Pakistan","North",2023,"Lake","None",2.27,7.6,3314,88.34,51,52.58,87931,55.27,71.6
"China","South",2007,"Tap","Filtration",3.11,8.05,1378,41.32,378,64.08,37451,56.09,69.49
